,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
74,0,0,0,1,3,1,1,64.5,177.4,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
75,0,1,0,0,56,1,0,110.5,6139.5,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
76,0,0,0,0,46,1,0,55.65,2688.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
77,0,0,1,1,8,1,0,54.65,482.25,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
78,1,1,0,0,30,1,1,74.75,2111.3,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
79,0,0,1,1,45,1,1,25.9,1216.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
80,0,0,0,1,1,1,1,79.35,79.35,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
81,0,0,1,1,11,0,0,50.55,565.35,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
82,0,0,1,0,7,1,1,75.15,496.9,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
83,0,0,0,0,42,1,1,103.8,4327.5,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
84,0,0,1,0,49,1,1,20.15,973.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
85,1,0,0,0,9,1,1,99.3,918.75,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
86,0,0,1,0,35,1,1,62.15,2215.45,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
87,0,0,1,1,48,1,0,20.65,1057.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
88,0,0,1,1,46,1,1,19.95,927.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
89,1,0,1,0,29,0,0,33.75,1009.25,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
90,1,0,1,1,30,1,0,82.05,2570.2,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
91,1,1,0,0,1,1,0,74.7,74.7,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
92,1,0,1,1,66,1,1,84.0,5714.25,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True
93,0,0,0,0,65,1,1,111.05,7107.0,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
94,1,0,0,0,72,1,1,100.9,7459.05,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False
95,0,0,0,0,12,1,1,78.95,927.35,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
96,1,0,1,1,71,1,1,66.85,4748.7,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
97,1,0,0,0,5,1,0,21.05,113.85,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
98,1,0,0,0,52,1,0,21.0,1107.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
99,0,1,1,0,25,1,1,98.5,2514.5,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
100,1,0,0,0,1,1,0,20.2,20.2,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
101,0,0,1,1,1,1,0,19.45,19.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
102,1,0,0,0,38,1,0,95.0,3605.6,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
103,0,1,1,0,66,0,0,45.55,3027.25,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
104,1,0,1,0,68,1,1,110.0,7611.85,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
105,1,0,0,0,5,0,0,24.3,100.2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
106,0,0,1,1,72,1,1,104.15,7303.05,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
107,0,0,0,0,32,0,0,30.15,927.65,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
108,1,0,0,0,43,1,0,94.35,3921.3,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
109,1,0,1,1,72,1,0,19.4,1363.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
110,1,0,1,0,55,1,1,96.75,5238.9,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
111,0,0,0,0,52,1,0,57.95,3042.25,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
112,0,0,0,0,43,1,1,91.65,3954.1,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
113,0,1,1,0,37,1,1,76.5,2868.15,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
114,0,0,1,1,64,0,1,54.6,3423.5,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
115,1,0,1,1,3,1,0,89.85,248.4,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
116,0,0,0,0,36,0,0,31.05,1126.35,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
117,0,0,1,1,10,1,1,100.25,1064.65,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
118,0,0,0,0,41,1,0,20.65,835.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
119,1,0,1,1,27,1,1,85.2,2151.6,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
120,0,0,1,1,56,1,1,99.8,5515.45,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
121,0,0,0,0,6,1,0,20.7,112.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
122,1,0,0,0,3,1,1,74.4,229.55,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
123,0,0,1,1,7,1,0,50.7,350.35,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
124,0,0,1,1,4,1,0,20.85,62.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
125,1,0,0,0,33,1,1,88.95,3027.65,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
126,0,1,0,0,27,1,1,78.05,2135.5,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
127,1,0,1,0,72,1,1,23.55,1723.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
128,1,0,0,0,1,1,0,19.75,19.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
129,1,1,0,0,71,0,1,56.45,3985.35,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
130,0,0,0,0,13,1,1,85.95,1215.65,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
131,0,0,1,1,25,0,1,58.6,1502.65,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False
132,1,0,0,0,67,1,0,50.55,3260.1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
133,1,0,0,0,1,0,1,35.45,35.45,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
134,1,0,0,0,2,1,0,44.35,81.25,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
135,0,0,0,0,43,1,1,25.7,1188.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
136,0,0,0,0,23,1,1,75.0,1778.5,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
137,0,0,1,1,64,1,0,20.2,1277.75,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
138,1,0,0,1,57,1,1,19.6,1170.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
139,0,1,1,0,1,1,1,70.45,70.45,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
140,0,1,1,1,72,1,1,88.05,6425.65,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
141,0,0,0,0,8,1,0,71.15,563.65,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
142,0,0,1,0,61,1,1,101.05,5971.25,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False
143,1,0,0,0,64,1,1,84.3,5289.05,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
144,1,1,1,0,71,1,0,23.95,1756.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
145,0,0,1,1,65,1,1,99.05,6416.7,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
146,1,0,0,0,3,1,0,19.6,61.35,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
147,1,0,0,0,1,1,1,45.65,45.65,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
148,1,0,0,1,30,1,0,64.5,1929.95,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False
149,1,0,1,1,15,1,1,69.5,1071.4,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True
150,0,0,1,1,8,1,1,68.55,564.35,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
151,1,0,0,0,7,1,0,95.0,655.5,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
152,0,0,1,1,70,1,1,108.15,7930.55,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False
153,1,0,1,1,62,1,0,86.1,5215.25,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
154,0,0,1,1,6,1,0,19.7,113.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
155,0,0,1,1,14,1,1,80.9,1152.8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
156,0,0,0,0,22,1,1,84.15,1821.95,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
157,1,0,1,1,22,1,0,20.15,419.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
158,1,0,1,1,16,1,0,64.25,1024.0,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
159,1,0,0,0,10,1,0,25.7,251.6,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
160,0,0,0,1,13,1,1,56.0,764.55,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
161,0,0,1,0,20,1,0,82.4,1592.35,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
162,0,0,0,0,2,1,1,69.7,135.2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
163,1,0,0,0,53,1,1,73.9,3958.25,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False
164,0,0,1,1,11,1,0,20.6,233.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
165,1,0,1,0,69,1,0,19.9,1363.45,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
166,0,0,0,0,4,1,1,70.9,273.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,1,0,1,0,72,1,1,89.05,6254.45,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
168,1,1,1,0,58,0,1,45.3,2651.2,1,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
169,0,0,1,1,16,1,0,20.4,321.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
170,1,0,1,0,43,1,1,84.25,3539.25,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
171,0,0,1,0,2,1,1,104.4,242.8,1,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
172,1,0,1,0,14,1,0,81.95,1181.75,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
173,0,0,1,0,53,1,1,94.85,5000.2,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False
174,0,0,0,0,32,1,0,20.55,654.55,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
175,0,0,1,0,34,1,0,24.7,780.2,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
176,0,1,0,0,15,1,1,74.45,1145.7,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
177,0,1,0,0,7,1,0,76.45,503.6,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
178,0,0,1,1,15,1,1,105.35,1559.25,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
179,1,0,1,0,61,1,1,20.55,1252.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
180,0,0,0,0,1,0,0,29.95,29.95,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
181,0,0,0,0,1,1,0,45.3,45.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
182,1,0,0,0,8,1,0,84.5,662.65,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
183,1,0,1,1,33,1,0,74.75,2453.3,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
184,0,0,0,0,13,1,1,79.25,1111.65,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
185,0,0,1,0,1,0,1,24.8,24.8,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
186,1,0,0,0,20,1,1,51.8,1023.85,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
187,1,0,0,0,3,0,0,30.4,82.15,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
188,0,0,0,0,13,1,0,19.65,244.8,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
189,0,0,1,0,40,1,0,56.6,2379.1,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
190,1,0,1,1,43,1,1,71.9,3173.35,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
191,1,0,1,0,6,1,1,91.0,531.0,1,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
192,0,0,1,1,69,1,0,19.75,1375.4,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
193,0,0,1,1,72,1,0,109.7,8129.3,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
194,1,0,1,1,59,1,0,19.3,1192.7,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
